,inputs,preds,golds
813,modern2poem: 有 人 在 屋 檐 下 烧 柴 火 做 饭 ， 助 长 了 炎 热 的 肆 虐 ， 这 时 屋 子 里 都 是 火 气 ；,"generated:有人 在 屋 檐 烧 柴 作 饭, 助 热, 在 屋, 是 火 。","檐 阴 薪 爨 ， 助 长 炎 虐 ， 时 则 为 火 气 ；
"
814,modern2poem: 每 每 都 去 追 逐 那 条 青 溪 。,generated:每 每 都 追 那 青 溪 。,"每 逐 清 溪 水 。
"
815,modern2poem: 只 有 远 离 故 里 外 出 做 官 之 人 ， 特 别 敏 感 自 然 物 候 转 化 更 新 。,"generated:远 故 里 出 作 官, 特 敏 物 候 转 更 新 。","独 有 宦 游 人 ， 偏 惊 物 候 新 。
"
816,modern2poem: 开 国 以 来 善 画 鞍 马 的 画 家 中 ，,"generated:开国以 来 善 画 鞍 马,","国 初 已 来 画 鞍 马 ，
"
817,modern2poem: 只 有 一 轮 明 月 静 静 与 我 相 伴 。,generated:一轮明月 静 与 我 相 。,"明 月 来 相 照 。
"
818,modern2poem: 贾 女 隔 帘 窥 韩 寿 ， 是 爱 他 年 轻 貌 美 ， 魏 王 梦 见 甄 氏 留 枕 ， 赋 诗 比 作 宓 妃 。,"generated:贾 女 隔 纱 窥 汉 年 轻 貌 美 魏 王 梦 见 甄 氏 留 枕, 赋 诗 比 作 宓 妃 。","贾 氏 窥 帘 韩 掾 少 ， 宓 妃 留 枕 魏 王 才 。
"
819,modern2poem: 我 把 我 忧 愁 的 心 思 寄 托 给 明 月 ， 希 望 能 随 着 风 一 直 陪 着 你 到 夜 郎 以 西 。,generated:我 把 忧 忧 心 寄 明 月 希 能 随 风 一 陪 你 到 郎 以 西 。,"我 寄 愁 心 与 明 月 ， 随 风 直 到 夜 郎 西 。
"
820,modern2poem: 今 夜 又 是 一 个 什 么 吉 日 良 辰 ，,generated:夜 又 是 一 什 吉 日 良 辰 。,"今 夕 复 何 夕 ，
"
821,modern2poem: 布 质 的 被 子 盖 了 多 年 又 冷 又 硬 像 铁 板 似 的 ，,generated:布 质 子 盖 多 年 又 硬 像 铁 板 。,"布 衾 多 年 冷 似 铁 ，
"
822,modern2poem: 这 时 屋 子 里 都 是 火 气 ；,generated:时 屋 里 都 是 火 气 。,"时 则 为 火 气 ；
"
823,modern2poem: 山 上 的 树 重 重 遮 住 了 远 望 的 视 线 ， 江 流 曲 折 就 像 九 转 的 回 肠 。,generated:山 树 重 薄 远 视 江 曲 折 像 九 转 肠 。,"岭 树 重 遮 千 里 目 ， 江 流 曲 似 九 回 肠 。
"
824,modern2poem: 漂 泊 无 踪 如 断 根 的 秋 蓬 。,generated:漂泊 无 踪 如 断 根 蓬 。,"辞 根 散 作 九 秋 蓬 。
"
825,modern2poem: 地 里 小 麦 盖 垄 熟 黄 。,generated:地 里 小 麦 盖 熟 黄 。,"小 麦 覆 陇 黄 。
"
826,modern2poem: 月 色 如 霜 所 以 霜 飞 无 从 觉 察 ，,generated:月 如 霜 以 霜 飞 无 从 觉 。,"空 里 流 霜 不 觉 飞 ，
"
827,modern2poem: 高 高 的 山 顶 上 有 一 座 茅 屋 ，,generated:高 高 山 高 茅 屋 。,"绝 顶 一 茅 茨 ，
"
828,modern2poem: 艺 人 先 弹 《 渌 水 》 后 奏 《 楚 妃 》 。,generated:先 弹 渌 水 后 奏 楚 妃 。,"初 弹 渌 水 后 楚 妃 。
"
829,modern2poem: 您 问 归 期 ， 归 期 实 难 说 准 ， 巴 山 连 夜 暴 雨 ， 涨 满 秋 池 。,"generated:归 真, 巴, 巴, 夜 暴, 秋 。","君 问 归 期 未 有 期 ， 巴 山 夜 雨 涨 秋 池 。
"
830,modern2poem: 树 皮 洁 白 润 滑 树 干 有 四 十 围 ， 青 黑 色 朝 天 耸 立 足 有 二 千 尺 。,"generated:树皮 洁 白 润 树 干 有 四 十 围, 青, 黒 朝 天 耸 足 有 千 尺 。","霜 皮 溜 雨 四 十 围 ， 黛 色 参 天 二 千 尺 。
"
831,modern2poem: 只 剩 下 思 妇 站 在 离 别 的 青 枫 浦 不 胜 忧 愁 。,generated:唯 唯 思 妇 站 在 离 青 枫 不 胜 忧 。,"青 枫 浦 上 不 胜 愁 。
"
832,modern2poem: 鸿 鹄 已 高 飞 远 空 在 日 月 之 间 ，,generated:鸿 鹄 已 飞 远 月 。,"鸿 飞 冥 冥 日 月 白 ，
"
833,modern2poem: 如 今 不 操 弓 疡 瘤 生 于 左 肘 。,generated:如今不操 弓 疡 瘤 生 于 左 肘,"今 日 垂 杨 生 左 肘 。
"
834,modern2poem: 大 雁 北 飞 ， 就 像 要 回 到 北 方 家 乡 的 人 那 样 ， 但 是 由 于 依 恋 ， 差 一 点 掉 了 队 。,"generated:大雁 北 飞, 如 归 北, 但 是 依, 差 。","两 两 归 鸿 欲 破 群 ， 依 依 还 似 北 归 人 。
"
835,modern2poem: 没 有 什 么 可 看 的 不 如 远 远 走 开 吧 。,generated:无 无 无 远 走 。,"去 去 不 足 观 。
"
836,modern2poem: 望 不 到 头 的 长 江 水 滚 滚 奔 腾 而 来 。,generated:不 到 河 水 滚 来 。,"不 尽 长 江 滚 滚 来 。
"
837,modern2poem: 仗 着 鬼 神 守 护 石 鼓 永 不 湮 没 。,generated:仗 鬼 神 守 石 鼓 永 不 湮 。,"鬼 物 守 护 烦 撝 呵 。
"
838,modern2poem: 自 惭 这 样 长 久 地 孤 独 沉 沦 ，,generated:自 惭 此 久 孤 。,"以 我 独 沉 久 ，
"
839,modern2poem: 有 的 人 十 五 岁 到 黄 河 以 北 去 戍 守 ， 纵 然 到 了 四 十 岁 还 要 到 西 部 边 疆 去 屯 田 。,"generated:有 人 五 去 黄 以, 四 十 还 去 西 边 去 屯 田 。","或 从 十 五 北 防 河 ， 便 至 四 十 西 营 田 。
"
840,modern2poem: 后 宫 中 妃 嫔 不 下 三 千 人 ， 却 只 有 她 独 享 皇 帝 的 恩 宠 。,generated:后 宫 嫔 不 三 千 人 独 享 皇 帝 恩 。,"后 宫 佳 丽 三 千 人 ， 三 千 宠 爱 在 一 身 。
"
841,modern2poem: 在 南 浦 凄 凉 愁 苦 的 分 别 ，,generated:南浦 凄 凉 苦 。,"南 浦 凄 凄 别 ，
"
842,modern2poem: 两 岸 风 吹 树 动 枝 叶 沙 沙 作 响 ， 月 光 如 水 映 照 江 畔 一 叶 孤 舟 。,generated:风 吹 树 枝 叶 沙 作 月 光 如 水 照 江 一 叶 孤 舟 。,"风 鸣 两 岸 叶 ， 月 照 一 孤 舟 。
"
843,modern2poem: 燕 地 小 草 像 碧 丝 般 青 绿 ， 秦 地 的 桑 树 已 叶 翠 枝 绿 。,"generated:燕 地 小 草 碧, 秦 地 桑 已 叶 翠 。","燕 草 如 碧 丝 ， 秦 桑 低 绿 枝 。
"
844,modern2poem: 心 怀 忧 虑 啊 又 何 忍 一 走 了 之 ， 凄 惨 悲 伤 让 我 肝 肠 寸 断 。,"generated:心 怀 忧 何 忍 走, 凄 悲 伤 使 肝 肠 寸 。","忧 来 其 如 何 ？ 凄 怆 摧 心 肝 。
"
845,modern2poem: 只 有 长 江 奔 流 从 古 到 今 。,generated:长 江 奔 从 古 到 今 。,"长 江 独 至 今 。
"
846,modern2poem: 近 处 篱 笆 边 都 种 上 了 菊 花 ，,generated:近 篱 边 都 种 菊 花 。,"近 种 篱 边 菊 ，
"
847,modern2poem: 从 左 到 右 去 拔 它 。,generated:从左到右 拔 。,"左 右 芼 之 。
"
848,modern2poem: 座 旁 的 听 者 个 个 感 慨 叹 息 ， 思 乡 的 游 客 人 人 悲 伤 落 泪 。,"generated:坐 听 人 人 悲, 人 。","傍 邻 闻 者 多 叹 息 ， 远 客 思 乡 皆 泪 垂 。
"
849,modern2poem: 到 了 距 长 安 一 百 多 里 的 马 嵬 坡 。,generated:长 安 一百 里 马 嵬 坡 。,"西 出 都 门 百 余 里 。
"
850,modern2poem: 皇 帝 仪 仗 队 车 队 走 走 停 停 ，,"generated:皇 帝 仪 仗 车 走,","翠 华 摇 摇 行 复 止 ，
"
851,modern2poem: 自 顾 华 发 心 惭 愧 ，,"generated:自 顾 华 发,","顾 惭 华 鬓 ，
"
852,modern2poem: 却 只 有 她 独 享 皇 帝 的 恩 宠 。,generated:唯独享有皇帝恩宠。,"三 千 宠 爱 在 一 身 。
"
853,modern2poem: 我 家 祖 先 甚 遥 远 ，,generated:我 家 祖 先 远 远 。,"悠 悠 我 祖 ，
"
854,modern2poem: 波 涛 翻 滚 直 奔 东 海 从 来 不 会 再 往 回 流 。,generated:波 涛 滚 东 海 从 不 会 回 流 。,"奔 流 到 海 不 复 回 。
"
855,modern2poem: 即 使 能 合 葬 也 无 法 倾 诉 衷 情 ， 来 世 结 缘 是 多 么 虚 幻 的 企 望 。,generated:使 合 葬 无 倾 衷 情 来 结 是 虚 幻 。,"同 穴 窅 冥 何 所 望 ， 他 生 缘 会 更 难 期 。
"
856,modern2poem: 不 要 让 金 杯 无 酒 空 对 皎 洁 的 明 月 。,generated:不 让 金 无 酒 空 皎 明 月 。,"莫 使 金 樽 空 对 月 。
"
857,modern2poem: 手 持 杯 蛟 教 导 我 掷 占 方 法 ， 说 此 卜 兆 最 吉 他 人 难 相 同 。,"generated:手 持 杯 蛟 教 我 投 占 法, 说 此 卜 兆, 人 难 相 同 。","手 持 杯 珓 导 我 掷 ， 云 此 最 吉 余 难 同 。
"
858,modern2poem: 在 岩 石 的 西 畔 询 问 渔 船 。,generated:在岩石 西 问 渔 船 。,"石 矶 西 畔 问 渔 船 。
"
859,modern2poem: 你 与 沉 冤 的 屈 子 同 命 运 ，,"generated:同 命 运,","应 共 冤 魂 语 ，
"
860,modern2poem: 身 经 沙 场 百 战 铁 甲 已 破 碎 ， 城 池 南 面 被 敌 人 重 重 包 围 。,"generated:身 沙 百 战 铁, 城 南 被 敌 重 包 。","百 战 沙 场 碎 铁 衣 ， 城 南 已 合 数 重 围 。
"
861,modern2poem: 它 有 七 种 气 ， 我 有 一 种 气 ， 用 我 的 一 种 气 可 以 敌 过 那 七 种 气 ， 我 担 忧 什 么 呢 ！,generated:有七种气 有一种气 用 我 有 七 何?,"」 彼 气 有 七 ， 吾 气 有 一 ， 以 一 敌 七 ， 吾 何 患 焉 ！
"
862,modern2poem: 初 升 的 太 阳 照 耀 着 千 家 万 户 ， 都 把 旧 的 桃 符 取 下 换 上 新 的 桃 符 。,generated:初 太 阳 照 千 万 户 都 取 旧 桃 。,"千 门 万 户 曈 曈 日 ， 总 把 新 桃 换 旧 符 。
"
863,modern2poem: 周 朝 政 治 衰 败 全 国 动 荡 不 安 ， 周 宣 王 发 愤 起 兵 挥 起 了 天 戈 。,"generated:周 朝 政 衰 全 国 动 不 安, 周 宣 王 发 愤 兵 挥 了 天 戈 。","周 纲 凌 迟 四 海 沸 ， 宣 王 愤 起 挥 天 戈 。
"
864,modern2poem: 戍 楼 上 的 更 鼓 声 隔 断 了 人 们 的 来 往 ， 边 塞 的 秋 天 里 ， 一 只 孤 雁 正 在 鸣 叫 。,generated:高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高 高,"戍 鼓 断 人 行 ， 边 秋 一 雁 声 。
"
865,modern2poem: 温 和 而 又 恭 顺 ，,generated:温和 又恭顺 。,"终 温 且 惠 ，
"
866,modern2poem: 它 有 七 种 气 ，,generated:七种气味。,"」 彼 气 有 七 ，
"
867,modern2poem: 枝 干 色 如 青 铜 根 柢 固 如 盘 石 。,generated:枝 干 青 铜 根 根 石 。,"柯 如 青 铜 根 如 石 。
"
868,modern2poem: 声 名 煊 赫 大 梁 城 。,generated:声名 煊 赫 大 梁 城 。,"烜 赫 大 梁 城 。
"
869,modern2poem: 新 年 都 已 来 到 ， 但 还 看 不 到 芬 芳 的 鲜 花 ， 到 二 月 ， 才 惊 喜 地 发 现 有 小 草 冒 出 了 新 芽 。,"generated:年 既,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","新 年 都 未 有 芳 华 ， 二 月 初 惊 见 草 芽 。
"
870,modern2poem: 布 质 的 被 子 盖 了 多 年 又 冷 又 硬 像 铁 板 似 的 ， 孩 子 睡 觉 姿 势 不 好 把 被 子 蹬 破 了 。,"generated:布 质 子 盖 多 年 又 硬 像 铁, 子 睡 觉 姿 不 。","布 衾 多 年 冷 似 铁 ， 娇 儿 恶 卧 踏 里 裂 。
"
871,modern2poem: 整 日 整 夜 念 念 不 忘 。,generated:整 整 夜 念 不 忘 。,"尽 日 不 能 忘 。
"
872,modern2poem: 这 是 为 什 么 呵 ， 我 却 有 家 归 去 不 得 ？ 杜 鹃 呵 ， 不 要 在 我 耳 边 不 停 地 悲 啼 。,generated:为什幺 何 何 何 归 何 杜 何 不 在 耳 不 悲 。,"等 是 有 家 归 未 得 ， 杜 鹃 休 向 耳 边 啼 。
"
873,modern2poem: 古 庙 里 杉 松 树 上 水 鹤 做 了 巢 ， 每 逢 节 令 仍 举 行 隆 重 的 祭 祀 。,generated:古 庙 松 树 水 鹤 作 巢 每 逢 节 仍 行 隆 。,"古 庙 杉 松 巢 水 鹤 ， 岁 时 伏 腊 走 村 翁 。
"
874,modern2poem: 瞻 望 不 见 人 影 ，,generated:瞻望 不 见 人 影 。,"瞻 望 弗 及 ，
"
875,modern2poem: 人 世 间 就 有 美 好 的 桃 源 。,generated:人 世 有 美 好 桃 源 。,"人 间 亦 自 有 丹 丘 。
"
876,modern2poem: 世 事 何 等 地 纷 繁 渺 茫 ，,generated:世 何 何 地 纷 渺 。,"生 事 且 弥 漫 ，
"
877,modern2poem: 古 柏 重 如 丘 山 万 年 也 难 拉 动 。,generated:古柏 重 丘 山 万 也 难 拉 动 。,"万 牛 回 首 丘 山 重 。
"
878,modern2poem: 两 只 黄 鹂 在 翠 绿 的 柳 树 间 婉 转 地 歌 唱 ， 一 队 整 齐 的 白 鹭 直 冲 向 蔚 蓝 的 天 空 。,"generated:两只 黄 鹂 在 翠 绿 树 婉, 一 队 整 齐 白 鹭 直 向 蔚 空 。","两 个 黄 鹂 鸣 翠 柳 ， 一 行 白 鹭 上 青 天 。
"
879,modern2poem: 自 顾 华 发 心 惭 愧 ， 孤 身 一 人 负 影 立 。,"generated:自 顾 华, 孤 人 负 影 。","顾 惭 华 鬓 ， 负 影 只 立 。
"
880,modern2poem: 牵 马 饮 水 渡 过 了 那 大 河 ，,generated:马 饮 渡 那 大 河 。,"饮 马 渡 秋 水 ，
"
881,modern2poem: 你 没 看 见 拼 杀 在 沙 场 战 斗 多 惨 苦 ，,generated:不 见 拼 在 沙 战 多 苦 。,"君 不 见 沙 场 征 战 苦 ，
"
882,modern2poem: 城 池 南 面 被 敌 人 重 重 包 围 。,generated:城 池 南 面 被 敌 重 包 。,"城 南 已 合 数 重 围 。
"
883,modern2poem: 秋 季 的 天 空 阴 沉 迷 蒙 渐 渐 黑 了 下 来 。,generated:秋季 天 阴 阴 蒙 渐 其 来 。,"秋 天 漠 漠 向 昏 黑 。
"
884,modern2poem: 良 相 们 的 头 顶 都 戴 上 了 进 贤 冠 ， 猛 将 们 的 腰 间 皆 佩 带 着 大 羽 箭 。,"generated:良 相 高, 高, 高, 高, 高, 高, 高 。","良 相 头 上 进 贤 冠 ， 猛 将 腰 间 大 羽 箭 。
"
885,modern2poem: 在 这 高 高 的 城 楼 上 。,generated:高高城楼 高高城楼 。,"在 城 阙 兮 。
"
886,modern2poem: 春 院 里 的 门 直 到 天 黑 都 始 终 紧 闭 。,generated:春 院 里 门 直 天 都 终 紧 。,"春 院 閟 天 黑 。
"
887,modern2poem: 你 的 歌 声 酸 楚 歌 辞 也 悲 苦 ，,generated:歌 声 声 辞 也 悲 。,"君 歌 声 酸 辞 且 苦 ，
"
888,modern2poem: 来 世 结 缘 是 多 么 虚 幻 的 企 望 。,generated:来世 结 是 多 虚 幻 。,"他 生 缘 会 更 难 期 。
"
889,modern2poem: 朱 亥 与 侯 嬴 真 千 秋 万 古 二 壮 士 ， 声 名 煊 赫 大 梁 城 。,generated:朱亥 与 侯 嬴 真 千 万 古 二 壮 士 声 煊 高 梁 城 。,"千 秋 二 壮 士 ， 烜 赫 大 梁 城 。
"
890,modern2poem: 清 澈 的 川 水 环 绕 一 片 草 木 ，,generated:清 河 水 环 草 木 。,"清 川 带 长 薄 ，
"
891,modern2poem: 皇 宫 里 钟 声 稀 疏 ， 官 舍 中 办 公 的 官 吏 已 经 很 少 ， 门 下 省 里 只 听 见 乌 鸣 。,"generated:宫 里 钟, 官, 官 既,, 省 里 只 听 乌 鸣 。","禁 里 疏 钟 官 舍 晚 ， 省 中 啼 鸟 吏 人 稀 。
"
892,modern2poem: 凤 凰 住 在 鸡 窝 里 像 鸡 一 样 饮 食 起 居 。,generated:凤 凰 住 鸡 窝 像 鸡 饮 居 。,"鸡 栖 凤 凰 食 。
"
893,modern2poem: 青 萝 轻 拂 好 象 有 西 风 飕 飕 而 生 。,generated:青 萝 轻 好 象 有 风 凉 而 生 。,"西 风 生 翠 萝 。
"
894,modern2poem: 忽 然 回 忆 起 在 会 灵 观 尝 食 新 谷 之 事 ， 如 要 滞 留 在 江 海 之 上 需 多 进 饮 食 ， 保 重 身 体 啊 。,"generated:忽然 回 在 会 灵 尝 味, 如 要 滞 留 在 海 需 多 饮, 保 身 啊 。","忽 忆 尝 新 会 灵 观 ， 滞 留 江 海 得 加 餐 。
"
895,modern2poem: 几 乎 扫 光 全 城 才 走 。,generated:几 乎 扫 光 全 路 。,"几 尽 而 去 。
"
896,modern2poem: 阳 光 下 鹿 群 呦 呦 欢 鸣 ， 悠 然 自 得 啃 食 在 绿 坡 。,generated:阳 光 鹿 群 呦 欢 然 其 其 食 绿 坡 。,"呦 呦 鹿 鸣 ， 食 野 之 苹 。
"
897,modern2poem: 大 厦 如 若 倾 倒 要 有 梁 栋 支 撑 ， 古 柏 重 如 丘 山 万 年 也 难 拉 动 。,"generated:大 若 倾 要 梁 栋 支, 古 柏 重 丘 万 也 难 拉 动 。","大 厦 如 倾 要 梁 栋 ， 万 牛 回 首 丘 山 重 。
"
898,modern2poem: 长 乐 宫 与 后 花 园 正 是 春 意 盎 然 ， 嵌 玉 的 楼 台 与 镶 金 的 宫 殿 每 日 都 有 新 的 赋 艳 词 的 曲 。,"generated:长乐 宫 花 园 正 春 意 盎 然, 嵌 玉 宫 每 日 有 新 赋 艳 词 。","长 乐 宫 连 上 苑 春 ， 玉 楼 金 殿 艳 歌 新 。
"
899,modern2poem: 皇 帝 仪 仗 队 车 队 走 走 停 停 ， 到 了 距 长 安 一 百 多 里 的 马 嵬 坡 。,"generated:帝 仪 车 走 停, 远 安 一 百 里 马 嵬 坡 。","翠 华 摇 摇 行 复 止 ， 西 出 都 门 百 余 里 。
"
900,modern2poem: 各 自 在 一 处 。,generated:各 在 一 。,"各 在 一 处 。
"
901,modern2poem: 日 暮 时 投 宿 石 壕 村 ，,generated:日 暮 时 投 石 壕 村 。,"暮 投 石 壕 村 ，
"
902,modern2poem: 千 家 万 户 传 来 了 捣 衣 的 声 响 。,generated:千 户 传 来 捣 衣 声 。,"砧 杵 夜 千 家 。
"
903,modern2poem: 也 许 是 园 主 担 心 我 的 木 屐 踩 坏 他 那 爱 惜 的 青 苔 ， 轻 轻 地 敲 柴 门 ， 久 久 没 有 人 来 开 。,"generated:园 主 木 脚 其 爱 惜 青 苔, 久 无 人 来 开 。","应 怜 屐 齿 印 苍 苔 ， 小 扣 柴 扉 久 不 开 。
"
904,modern2poem: 请 你 们 为 我 倾 耳 细 听 。,generated:请您 为 我 倾 细 听,"请 君 为 我 倾 耳 听 。
"
905,modern2poem: 海 内 连 年 战 乱 ， 几 个 兄 弟 音 讯 阻 隔 ； 彼 此 天 涯 海 角 ， 只 我 一 人 好 不 凄 怆 ？,generated:海 内 年 战 乱 何 兄 音 阻 隔 。,"海 内 风 尘 诸 弟 隔 ， 天 涯 涕 泪 一 身 遥 。
"
906,modern2poem: 死 后 也 要 做 鬼 中 英 雄 。,generated:死后 也 作 鬼 中 英 雄 。,"死 亦 为 鬼 雄 。
"
907,modern2poem: 若 肯 邀 请 隔 壁 的 老 翁 一 同 对 饮 ， 隔 着 篱 笆 唤 来 喝 尽 余 杯 ！,"generated:若 肯 请 隔 老 翁 同, 隔, 酒 。","肯 与 邻 翁 相 对 饮 ， 隔 篱 呼 取 尽 馀 杯 。
"
908,modern2poem: 昨 天 夜 里 梦 见 花 落 闲 潭 ， 可 惜 的 是 春 天 已 过 了 一 半 自 己 却 还 不 能 回 家 。,"generated:昨 夜 梦 花 闲, 可 是 春 天 已 过 一 半 自, 又 不 能 归 。","昨 夜 闲 潭 梦 落 花 ， 可 怜 春 半 不 还 家 。
"
909,modern2poem: 弯 曲 的 山 路 上 原 本 没 有 雨 ， 但 苍 翠 的 山 色 却 浓 得 仿 佛 就 要 润 湿 了 人 的 衣 裳 一 样 。,generated:弯曲 山 路 本 无 雨 山 色 浓 仿 佛 就 要 润 湿 人 衣 一 样 。,"山 路 元 无 雨 ， 空 翠 湿 人 衣 。
"
910,modern2poem: 漫 山 遍 谷 都 有 它 ，,generated:漫 遍 谷 都 有 。,"施 于 中 谷 ，
"
911,modern2poem: 让 我 沉 痛 吟 诵 至 今 。,generated:沉 痛 吟 至 今,"沉 吟 至 今 。
"
912,modern2poem: 冠 上 洁 白 丝 绦 垂 在 两 耳 边 ，,generated:冠 洁 白 丝 垂 两 耳 。,"充 耳 以 素 乎 而 ，
"
913,modern2poem: 不 要 买 下 沃 洲 山 ， 现 在 已 经 有 人 知 道 那 儿 了 。,"generated:不 要 买 沃 山, 既 有 人 知 那 。","莫 买 沃 洲 山 ， 时 人 已 知 处 。
"
914,modern2poem: 我 早 年 遇 到 了 太 平 世 道 ，,generated:年 遇 太 平 世 道 。,"昔 岁 逢 太 平 ，
"
915,modern2poem: 此 次 离 别 不 知 你 们 心 绪 何 如 ， 停 住 马 饮 酒 询 问 被 贬 的 去 处 。,"generated:此 离 不 知 我 心 何, 住 马 饮 问 被 贬 去 。","嗟 君 此 别 意 何 如 ， 驻 马 衔 杯 问 谪 居 。
"
916,modern2poem: 这 里 就 是 历 代 征 战 之 地 ， 出 征 将 士 很 少 能 够 生 还 。,"generated:此 里 是 历 征 战, 出 征 将, 少 生 。","由 来 征 战 地 ， 不 见 有 人 还 。
"
917,modern2poem: 又 像 风 吹 枯 桑 老 柏 沙 沙 响 ， 还 像 九 只 雏 凤 鸣 叫 啾 啾 啼 。,"generated:风 吹 桑 老 柏 沙 响, 九 雏 凤 鸣 啾 。","枯 桑 老 柏 寒 飕 飗 ， 九 雏 鸣 凤 乱 啾 啾 。
"
918,modern2poem: 即 使 能 合 葬 也 无 法 倾 诉 衷 情 ，,generated:使能合 葬 也 无 法 倾 衷 情 。,"同 穴 窅 冥 何 所 望 ，
"
919,modern2poem: 浑 然 又 像 织 梭 化 龙 九 鼎 沦 没 。,generated:浑然 又 像 织 梭 化 龙 九 鼎 没 。,"古 鼎 跃 水 龙 腾 梭 。
"
920,modern2poem: 丞 相 的 祠 庙 就 在 先 王 庙 临 近 ， 君 臣 共 同 享 受 着 礼 仪 和 祭 礼 。,generated:丞 相 祠 就 先 王 宗 同 享 礼 仪 礼 。,"武 侯 祠 堂 常 邻 近 ， 一 体 君 臣 祭 祀 同 。
"
921,modern2poem: 嫁 给 我 这 个 贫 士 事 事 不 顺 利 。,generated:嫁 给 我 这 穷 士 事 不 利 。,"自 嫁 黔 娄 百 事 乖 。
"
922,modern2poem: 就 像 今 年 冬 天 ，,generated:以 今 年 冬 天 。,"且 如 今 年 冬 ，
"
923,modern2poem: 溪 柴 烧 的 小 火 和 裹 在 身 上 的 毛 毡 都 很 暖 和 ， 我 和 猫 儿 都 不 愿 出 门 。,"generated:溪 柴 小 火, 我 猫 不 愿 出 门 。","溪 柴 火 软 蛮 毡 暖 ， 我 与 狸 奴 不 出 门 。
"
924,modern2poem: 我 和 从 弟 在 南 斋 高 卧 的 时 候 ，,generated:我 和 从 在 南 斋 高 卧 。,"高 卧 南 斋 时 ，
"
925,modern2poem: 桃 花 怒 放 千 万 朵 ， 色 彩 鲜 艳 红 似 火 。,"generated:桃 花 怒 千 万 朵, 彩 鲜 艳 似 火 。","桃 之 夭 夭 ， 灼 灼 其 华 。
"
926,modern2poem: 此 夜 投 宿 佛 寺 住 在 高 阁 上 ，,generated:此夜 投 佛 寺 住 高 阁 。,"夜 投 佛 寺 上 高 阁 ，
"
927,modern2poem: 轻 歌 曼 舞 多 合 拍 管 弦 旋 律 尽 传 神 ，,generated:轻 歌 舞 多 拍 管 弦 律 终 传 神 。,"缓 歌 慢 舞 凝 丝 竹 ，
"
928,modern2poem: 来 来 往 往 都 在 九 江 附 近 。,generated:来 来 往 都 在 九 江 附 。,"来 去 九 江 侧 。
"
929,modern2poem: 漆 黑 之 夜 不 见 月 亮 ， 只 见 那 渔 船 上 的 灯 光 ， 孤 独 的 灯 光 在 茫 茫 的 夜 色 中 ， 象 萤 火 虫 一 样 发 出 一 点 微 亮 。,generated:漆黑之夜 月 光 在 茫 夜 象 火 虫 一 。,"月 黑 见 渔 灯 ， 孤 光 一 点 萤 。
"
930,modern2poem: 古 柏 独 立 高 耸 虽 然 盘 踞 得 地 ， 但 是 位 高 孤 傲 必 定 多 招 烈 风 。,"generated:古柏 独 高, 但 是 位 高 孤, 必 定 烈 风 。","落 落 盘 踞 虽 得 地 ， 冥 冥 孤 高 多 烈 风 。
"
931,modern2poem: 而 今 新 画 之 中 就 有 这 两 匹 马 ，,generated:今 新画 有 这 两 马 。,"今 之 新 图 有 二 马 ，
"
932,modern2poem: 为 人 谨 慎 善 良 。,generated:以人 谨 慎 善 。,"淑 慎 其 身 。
"
933,modern2poem: 等 到 九 九 重 阳 节 到 来 时 ， 再 请 君 来 这 里 观 赏 菊 花 。,generated:等 九 九 重 来 时 请 君 来 此 观 菊 花 。,"待 到 重 阳 日 ， 还 来 就 菊 花 。
"
934,modern2poem: 开 元 时 先 帝 的 天 马 名 叫 玉 花 骢 ，,generated:开 元 先 帝 天 马 名 玉 花 � 。,"先 帝 御 马 五 花 骢 ，
"
935,modern2poem: 说 此 卜 兆 最 吉 他 人 难 相 同 。,generated:说 此 卜 兆 最 吉 人 难 相 同 。,"云 此 最 吉 余 难 同 。
"
936,modern2poem: 来 来 往 往 张 眼 望 啊 ， 在 这 高 高 的 城 楼 上 。,"generated:来 来 往 张 眼, 在 高 高 城 。","挑 兮 达 兮 ， 在 城 阙 兮 。
"
937,modern2poem: 我 东 西 漂 泊 ， 一 再 奔 走 他 乡 异 土 ， 今 日 歇 脚 阆 州 ， 来 悼 别 你 的 孤 坟 。,"generated:我 东 西 漂 其 乡 异, 日 歇, 来 悼 别 你的 孤 。","他 乡 复 行 役 ， 驻 马 别 孤 坟 。
"
938,modern2poem: 我 的 郎 恭 谨 等 候 在 影 壁 前 ， 冠 上 洁 白 丝 绦 垂 在 两 耳 边 ， 缀 饰 的 美 玉 悬 荡 在 我 眼 前 。,"generated:我 郎 恭 谨 在 影, 冠 洁 白 丝, 在 耳, 缀 美 玉 。","俟 我 于 著 乎 而 ， 充 耳 以 素 乎 而 ， 尚 之 以 琼 华 乎 而 。
"
939,modern2poem: 虽 然 有 绝 顶 谁 能 登 上 顶 峰 。,generated:虽然 有 绝 谁 能 登 峰 。,"虽 有 绝 顶 谁 能 穷 ？
"
940,modern2poem: 秋 风 吹 送 捣 衣 声 声 ，,"generated:秋 风 吹,","秋 风 吹 不 尽 ，
"
